Gene_name,KL_Temp19_SexF_Rep1,KL_Temp19_SexF_Rep2,KL_Temp19_SexF_Rep3,KL_Temp19_SexM_Rep1,KL_Temp19_SexM_Rep2,KL_Temp19_SexM_Rep3,KL_Temp6_SexF_Rep1,KL_Temp6_SexF_Rep2,KL_Temp6_SexF_Rep3,KL_Temp6_SexM_Rep1,KL_Temp6_SexM_Rep2,KL_Temp6_SexM_Rep3
augustus_masked-scaffold114-size71434-abinit-gene-0.8,4440,3761,5553,1433,1751,1614,6268,4295,3904,1750,1148,1403
augustus_masked-scaffold11418-size999-abinit-gene-0.0,0,7,0,2,9,3,0,1,1,17,7,8
augustus_masked-scaffold1142-size21381-abinit-gene-0.0,3336,6399,6746,3422,4612,6877,8388,8299,3925,16017,15344,14059
augustus_masked-scaffold1142-size21381-abinit-gene-0.1,8307,15017,15836,13661,16358,18317,11604,13092,7466,23301,21065,17828
augustus_masked-scaffold1142-size21381-abinit-gene-0.2,1,3,3,6287,6507,5892,3,0,1,4900,3703,5867
augustus_masked-scaffold1143-size29169-abinit-gene-0.0,1287,861,1408,229,261,267,1773,1376,1268,319,179,203
augustus_masked-scaffold1143-size29169-abinit-gene-0.3,45,17,36,3,13,4,52368,7392,17014,42,1,9
augustus_masked-scaffold1143-size29169-abinit-gene-0.5,1295,1949,3779,11,53,13,79380,1583,45771,67,7,15
augustus_masked-scaffold11438-size997-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1144-size54435-abinit-gene-0.4,3033,3545,3831,1813,2053,1706,4655,3270,3311,1617,1213,1933
augustus_masked-scaffold11452-size995-abinit-gene-0.0,0,0,0,1,0,0,0,3,0,0,0,0
augustus_masked-scaffold11458-size995-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1146-size54146-abinit-gene-0.0,53,132,29,79,106,98,111,135,69,161,105,107
augustus_masked-scaffold1147-size38705-abinit-gene-0.0,1,0,1,1552,1494,1460,1,0,0,1016,819,1173
augustus_masked-scaffold11488-size993-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1149-size19728-abinit-gene-0.0,1307,4081,1793,2482,3603,2896,2296,2576,2455,4211,2748,2763
augustus_masked-scaffold115-size186799-abinit-gene-0.0,0,8,11,1245,1090,1263,13,29,6,1195,953,1087
augustus_masked-scaffold115-size186799-abinit-gene-0.1,1,8,13,2247,2486,2269,9,5,1,1997,1490,1957
augustus_masked-scaffold115-size186799-abinit-gene-0.4,4312,3803,6016,23884,26227,22379,7425,5780,4898,25245,18762,24990
augustus_masked-scaffold115-size186799-abinit-gene-0.6,675,441,1070,147,133,238,759,590,592,116,105,130
augustus_masked-scaffold115-size186799-abinit-gene-0.7,1,4,7,21513,17608,20228,8,3,2,15662,12266,17769
augustus_masked-scaffold115-size186799-abinit-gene-1.0,32,70,23,78,61,93,42,37,18,70,69,118
augustus_masked-scaffold115-size186799-abinit-gene-1.10,33,79,32,25,25,28,108,92,29,173,80,97
augustus_masked-scaffold115-size186799-abinit-gene-1.8,2660,2796,3959,556,726,681,4488,3335,3092,647,347,466
augustus_masked-scaffold11504-size991-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1155-size33072-abinit-gene-0.1,430,293,584,820,541,497,469,345,407,667,651,768
augustus_masked-scaffold1155-size33072-abinit-gene-0.2,810,447,947,515,428,510,644,382,369,373,275,352
augustus_masked-scaffold1155-size33072-abinit-gene-0.3,1648,1405,2254,3340,2666,3199,1978,1431,1197,2662,1874,2854
augustus_masked-scaffold1155-size33072-abinit-gene-0.4,337,852,326,158,12,14,30,110,255,250,57,251
augustus_masked-scaffold1155-size33072-abinit-gene-0.6,881,1146,1730,158,162,168,1396,1820,1163,76,146,117
augustus_masked-scaffold1157-size39137-abinit-gene-0.1,0,0,0,19,5,5,0,0,7,0,2,8
augustus_masked-scaffold1158-size31879-abinit-gene-0.2,355,380,484,82,54,53,385,286,330,69,33,28
augustus_masked-scaffold1158-size31879-abinit-gene-0.3,3807,5440,5307,3249,2941,2682,5678,3663,3572,2935,2032,2441
augustus_masked-scaffold1158-size31879-abinit-gene-0.7,3704,3346,6335,30557,32492,27474,5689,3684,3773,28772,22399,28476
augustus_masked-scaffold11580-size985-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold116-size166566-abinit-gene-0.0,492,570,697,225,345,204,982,764,653,332,288,222
augustus_masked-scaffold116-size166566-abinit-gene-0.2,4137,3649,6722,1082,1418,1101,5872,4195,4245,1149,792,738
augustus_masked-scaffold116-size166566-abinit-gene-0.3,265,360,530,672,476,630,329,306,286,405,368,531
augustus_masked-scaffold116-size166566-abinit-gene-0.7,3062,2105,4184,502,569,550,3654,2163,2068,435,370,445
augustus_masked-scaffold116-size166566-abinit-gene-0.9,3281,7659,10493,11040,9792,9724,11581,4038,8017,7881,3744,9962
augustus_masked-scaffold116-size166566-abinit-gene-1.1,3296,2328,4080,1452,1423,1274,4444,3121,2704,1417,835,1286
augustus_masked-scaffold116-size166566-abinit-gene-1.10,3958,3539,4150,2587,2416,2569,4146,3241,2560,3040,1699,2511
augustus_masked-scaffold116-size166566-abinit-gene-1.4,2242,2307,4722,916,1146,894,5736,3816,3832,1222,799,1017
augustus_masked-scaffold116-size166566-abinit-gene-1.7,0,2,3,4830,4266,4840,5,0,6,3682,2864,3966
augustus_masked-scaffold1160-size102686-abinit-gene-0.3,2,0,1,5055,5745,5326,1,2,0,4308,3248,4346
augustus_masked-scaffold1162-size60397-abinit-gene-0.2,6212,8032,9883,4998,6096,4756,10853,9004,9067,6324,4640,5281
augustus_masked-scaffold1162-size60397-abinit-gene-0.3,1654,1025,2029,543,588,548,1749,1275,1151,468,278,378
augustus_masked-scaffold1162-size60397-abinit-gene-0.5,1252,1283,1912,695,757,629,1976,1389,1180,756,546,592
augustus_masked-scaffold1162-size60397-abinit-gene-0.6,4850,5290,6792,1009,1116,1149,7159,5973,5353,1651,988,1376
augustus_masked-scaffold1162-size60397-abinit-gene-0.7,316,414,384,568,418,481,262,232,157,400,219,324
augustus_masked-scaffold1163-size18853-abinit-gene-0.1,4,0,0,203,204,219,0,1,0,119,57,65
augustus_masked-scaffold11634-size980-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1164-size49374-abinit-gene-0.1,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1165-size33230-abinit-gene-0.0,0,1,0,969,1771,1106,3,0,1,1049,1225,1725
augustus_masked-scaffold11664-size978-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold117-size146804-abinit-gene-0.0,1,1,0,2329,1733,2044,0,0,0,1706,1108,1974
augustus_masked-scaffold1170-size39341-abinit-gene-0.1,108,386,197,161,264,101,350,1333,527,1695,1095,1053
augustus_masked-scaffold1170-size39341-abinit-gene-0.3,0,0,3,0,0,0,8,3,0,0,0,0
augustus_masked-scaffold11701-size975-abinit-gene-0.0,508,758,834,190,275,233,843,793,664,262,193,258
augustus_masked-scaffold1171-size39208-abinit-gene-0.0,2991,2399,4163,696,926,725,3784,2594,2626,885,544,624
augustus_masked-scaffold1171-size39208-abinit-gene-0.3,8534,8206,11253,5532,5179,5661,11107,8041,6570,6306,4105,5569
augustus_masked-scaffold1171-size39208-abinit-gene-0.5,855,1195,1031,752,784,673,1366,985,793,587,365,491
augustus_masked-scaffold1171-size39208-abinit-gene-0.6,2414,1918,2868,4657,4724,4791,3775,2620,2495,4639,3592,4567
augustus_masked-scaffold1172-size21210-abinit-gene-0.1,2110,11537,5681,10362,11298,9177,2563,1867,2141,4522,2435,3648
augustus_masked-scaffold1173-size78255-abinit-gene-0.10,161,216,262,124,121,102,275,196,213,93,53,89
augustus_masked-scaffold1173-size78255-abinit-gene-0.11,2658,2029,3362,620,583,669,3173,2416,2040,599,439,591
augustus_masked-scaffold1173-size78255-abinit-gene-0.12,1000,851,1484,540,527,504,1145,759,716,409,245,321
augustus_masked-scaffold1173-size78255-abinit-gene-0.3,356,355,488,128,153,89,480,393,325,89,61,113
augustus_masked-scaffold1173-size78255-abinit-gene-0.5,384,347,292,1366,4100,642,2341,3982,1842,3590,4242,2770
augustus_masked-scaffold1173-size78255-abinit-gene-0.9,621,575,738,279,312,324,589,429,377,272,149,257
augustus_masked-scaffold1174-size26602-abinit-gene-0.1,652,444,946,81,80,35,668,376,363,49,47,65
augustus_masked-scaffold1174-size26602-abinit-gene-0.3,255,436,531,278,352,337,918,775,762,561,379,353
augustus_masked-scaffold11758-size971-abinit-gene-0.0,5711,5711,8278,4356,4221,3936,10217,8123,6835,4501,3054,4133
augustus_masked-scaffold1176-size40880-abinit-gene-0.3,20,51,17,0,1,1,25,5,16,5,1,6
augustus_masked-scaffold1176-size40880-abinit-gene-0.4,762,938,1423,216,222,164,1883,1574,1418,435,298,263
augustus_masked-scaffold11799-size967-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1180-size62145-abinit-gene-0.10,830,1066,1447,690,823,546,1484,1331,1146,786,563,671
augustus_masked-scaffold1180-size62145-abinit-gene-0.3,884,1035,1147,738,943,698,1437,926,823,611,422,615
augustus_masked-scaffold1180-size62145-abinit-gene-0.7,2284,1771,2539,762,612,741,2024,1427,1360,638,403,566
augustus_masked-scaffold1180-size62145-abinit-gene-0.8,1113,773,1381,720,573,755,1212,871,717,676,498,731
augustus_masked-scaffold1180-size62145-abinit-gene-0.9,2883,1933,4574,177,288,230,3601,1779,2174,138,105,131
augustus_masked-scaffold1181-size34861-abinit-gene-0.0,2,17,2,6,4,31,6,44,5,12,36,14
augustus_masked-scaffold1182-size70528-abinit-gene-0.1,0,30,2,5,7,3,0,12,17,23,4,17
augustus_masked-scaffold1182-size70528-abinit-gene-0.2,6,26,2,7,27,13,11,6,7,52,23,21
augustus_masked-scaffold11820-size965-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1183-size72660-abinit-gene-0.3,0,0,0,0,0,0,3,2,0,0,0,0
augustus_masked-scaffold11841-size963-abinit-gene-0.0,0,0,0,3,1,1,0,0,0,0,0,0
augustus_masked-scaffold1185-size39856-abinit-gene-0.3,38,116,74,57,76,59,494,309,304,66,69,44
augustus_masked-scaffold1185-size39856-abinit-gene-0.4,1209,1239,776,4223,2976,3884,1094,682,752,2434,1946,3003
augustus_masked-scaffold1185-size39856-abinit-gene-0.5,0,0,0,0,34,0,2,0,3,1,0,0
augustus_masked-scaffold1185-size39856-abinit-gene-0.8,1491,1062,2208,1117,1106,799,1702,1144,1011,779,698,894
augustus_masked-scaffold1185-size39856-abinit-gene-0.9,1054,1532,1611,2171,2092,2426,1754,1752,1223,2482,2011,2629
augustus_masked-scaffold11851-size963-abinit-gene-0.0,0,0,0,2,3,0,0,0,0,0,0,0
augustus_masked-scaffold11870-size961-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1188-size47956-abinit-gene-0.2,0,1,2,2204,1709,2206,1,0,0,1603,1115,1639
augustus_masked-scaffold1188-size47956-abinit-gene-0.3,2196,2538,3312,655,812,757,3794,3090,2332,1485,943,1100
augustus_masked-scaffold119-size100513-abinit-gene-0.1,1006,904,1712,200,239,252,1809,1148,1020,233,228,249
augustus_masked-scaffold119-size100513-abinit-gene-0.12,1210,1196,1666,1006,1057,1155,1504,1153,1039,996,634,899
augustus_masked-scaffold119-size100513-abinit-gene-0.7,2974,3084,4657,1533,2212,1756,5741,4886,4175,2957,1894,2186
augustus_masked-scaffold119-size100513-abinit-gene-0.8,942,1555,554,860,2322,1335,978,732,796,1883,807,1559
augustus_masked-scaffold11904-size958-abinit-gene-0.0,401,922,310,503,540,499,594,521,477,909,482,851
augustus_masked-scaffold1192-size44921-abinit-gene-0.0,2,2,2,8897,8564,8693,0,2,4,7446,5548,7746
augustus_masked-scaffold1193-size44255-abinit-gene-0.1,85,285,163,465,593,477,298,268,222,655,385,472
augustus_masked-scaffold11948-size954-abinit-gene-0.0,74,50,142,5928,6772,5609,279,95,156,5592,4366,5279
augustus_masked-scaffold1196-size61933-abinit-gene-0.0,40,92,24,64,89,104,91,150,73,121,67,100
augustus_masked-scaffold1196-size61933-abinit-gene-0.1,0,0,0,5107,4481,4546,2,2,1,4219,2998,4170
augustus_masked-scaffold1196-size61933-abinit-gene-0.2,1,0,0,5976,5779,5087,2,3,2,4850,3716,5372
augustus_masked-scaffold1196-size61933-abinit-gene-0.3,0,0,0,424,440,469,0,0,0,456,313,462
augustus_masked-scaffold1197-size35774-abinit-gene-0.0,3,42,32,8,16,17,53,43,62,67,39,27
augustus_masked-scaffold1197-size35774-abinit-gene-0.4,1092,1055,1485,693,527,644,1252,965,784,716,436,532
augustus_masked-scaffold1198-size16989-abinit-gene-0.2,3827,2616,4198,957,931,868,3848,2641,2318,989,546,866
augustus_masked-scaffold1198-size16989-abinit-gene-0.3,789,802,987,4587,3360,4364,785,683,499,3269,2495,4040
augustus_masked-scaffold1198-size16989-abinit-gene-0.4,56,66,40,76,98,95,60,49,23,177,70,107
augustus_masked-scaffold1199-size61512-abinit-gene-0.0,0,4,0,2695,2432,2395,1,0,0,1925,1375,1922
augustus_masked-scaffold12-size171406-abinit-gene-1.1,32,142,46,4561,4839,4169,295,571,308,5634,4603,4694
augustus_masked-scaffold120-size66365-abinit-gene-0.3,7173,11437,9170,30040,16145,19210,10359,6511,5449,10170,7497,10903
augustus_masked-scaffold1200-size75956-abinit-gene-0.1,2298,3370,3848,17209,18846,15317,4228,3573,3086,16874,11543,15342
augustus_masked-scaffold1200-size75956-abinit-gene-0.2,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1200-size75956-abinit-gene-0.3,4,10,4,269,507,529,5,2,11,683,282,195
augustus_masked-scaffold1201-size25508-abinit-gene-0.2,20,32,17,12,47,32,48,27,25,52,23,35
augustus_masked-scaffold12033-size947-abinit-gene-0.0,1992,3013,1299,2117,2872,2276,1350,1804,1310,3748,1604,2838
augustus_masked-scaffold1204-size20681-abinit-gene-0.0,2710,2945,3312,1453,1672,1600,3728,3290,2711,2294,1501,1982
augustus_masked-scaffold1204-size20681-abinit-gene-0.1,227,353,245,781,491,642,312,291,248,462,360,389
augustus_masked-scaffold1204-size20681-abinit-gene-0.2,19,30,5,43,18,11,21,7,3,11,15,30
augustus_masked-scaffold1204-size20681-abinit-gene-0.4,73,362,109,274,432,313,205,97,121,305,225,270
augustus_masked-scaffold1206-size16912-abinit-gene-0.0,4,32,11,1648,1403,1388,5,3,6,1407,1227,1526
augustus_masked-scaffold1207-size77361-abinit-gene-0.1,1,1,0,5770,5014,5326,2,1,2,4032,3080,4411
augustus_masked-scaffold1207-size77361-abinit-gene-0.2,2651,4333,3955,4437,5817,4391,3598,4733,3030,3340,1798,2480
augustus_masked-scaffold12079-size945-abinit-gene-0.0,187,455,126,394,522,374,156,231,175,478,254,457
augustus_masked-scaffold12089-size944-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold121-size91240-abinit-gene-0.10,4414,6463,6486,4641,5540,4133,8933,7634,6901,6194,3834,3973
augustus_masked-scaffold121-size91240-abinit-gene-0.2,1,2,5,698,673,722,2,0,0,480,357,525
augustus_masked-scaffold121-size91240-abinit-gene-0.4,291,877,351,18847,15151,15189,207,704,160,12832,8268,11053
augustus_masked-scaffold121-size91240-abinit-gene-0.6,1854,1420,2368,851,929,898,1933,1468,1416,784,621,842
augustus_masked-scaffold121-size91240-abinit-gene-0.8,2259,2261,3384,821,933,995,3236,2501,2391,1081,628,907
augustus_masked-scaffold121-size91240-abinit-gene-0.9,631,664,849,755,807,854,1293,902,685,985,699,898
augustus_masked-scaffold1210-size16892-abinit-gene-0.1,196,318,198,358,407,359,374,253,196,268,180,154
augustus_masked-scaffold1212-size59540-abinit-gene-0.0,454,717,391,871,1179,936,435,517,378,951,760,1002
augustus_masked-scaffold12121-size941-abinit-gene-0.0,2,0,0,2941,3249,2830,0,0,2,2347,1829,2534
augustus_masked-scaffold1215-size37399-abinit-gene-0.0,0,3,2,0,5,6,1,7,4,2,11,2
augustus_masked-scaffold1215-size37399-abinit-gene-0.3,1496,1160,1950,854,728,822,1746,1345,1264,771,519,613
augustus_masked-scaffold1216-size31869-abinit-gene-0.5,8275,7668,10046,6379,6560,6217,10814,7974,6894,6202,4527,5882
augustus_masked-scaffold122-size160112-abinit-gene-1.1,3497,3224,3752,1487,1391,1296,4229,3059,2752,1632,1063,1426
augustus_masked-scaffold122-size160112-abinit-gene-1.2,755,824,1193,282,455,322,1500,1076,1004,476,366,465
augustus_masked-scaffold1220-size31953-abinit-gene-0.0,0,0,2,793,712,727,0,0,0,580,459,602
augustus_masked-scaffold1220-size31953-abinit-gene-0.1,3,1,3,7,1,3,27,12,18,40,11,8
augustus_masked-scaffold1221-size16734-abinit-gene-0.2,1451,923,1810,211,234,190,1509,1084,762,197,157,183
augustus_masked-scaffold1225-size45558-abinit-gene-0.0,3223,5355,6506,2208,2820,2441,9333,7253,6932,3339,2499,2726
augustus_masked-scaffold1225-size45558-abinit-gene-0.1,1029,1081,1676,706,593,723,1530,1076,1007,564,435,744
augustus_masked-scaffold1225-size45558-abinit-gene-0.3,13195,12394,15224,8629,8162,8683,17644,14458,10461,8132,5482,7253
augustus_masked-scaffold1227-size26120-abinit-gene-0.0,29,92,37,69,50,74,52,33,52,49,38,61
augustus_masked-scaffold1229-size16659-abinit-gene-0.2,973,676,1385,592,571,688,976,691,678,422,405,454
augustus_masked-scaffold1229-size16659-abinit-gene-0.5,201,435,243,377,699,521,374,267,168,243,260,251
augustus_masked-scaffold12292-size929-abinit-gene-0.0,0,3,0,0,0,11,1197,383,544,1,0,0
augustus_masked-scaffold12295-size929-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold123-size100118-abinit-gene-0.0,4408,3210,6240,751,611,583,5585,3240,3417,223,166,202
augustus_masked-scaffold123-size100118-abinit-gene-0.10,2280,1748,2560,491,573,567,2999,2782,2023,883,571,803
augustus_masked-scaffold123-size100118-abinit-gene-0.12,952,1596,1415,1156,1081,1057,1695,1010,1156,794,470,677
augustus_masked-scaffold123-size100118-abinit-gene-0.2,2388,5110,3442,3603,5045,3339,2201,2564,2011,1914,1366,1681
augustus_masked-scaffold123-size100118-abinit-gene-0.4,0,2,0,19,2,24,0,0,1,12,7,28
augustus_masked-scaffold123-size100118-abinit-gene-0.5,1688,1354,2031,1063,836,957,1820,1329,1148,872,579,796
augustus_masked-scaffold1230-size59937-abinit-gene-0.0,359,372,622,70,136,105,791,552,540,102,76,89
augustus_masked-scaffold1230-size59937-abinit-gene-0.4,1936,1628,3063,407,485,442,2162,1430,1496,359,259,331
augustus_masked-scaffold1231-size20890-abinit-gene-0.2,4,12,6,17213,19008,17393,28,10,16,14606,11972,15271
augustus_masked-scaffold1232-size52996-abinit-gene-0.0,2,0,1,7547,7114,6656,1,1,0,6060,4519,6485
augustus_masked-scaffold1232-size52996-abinit-gene-0.1,2,2,8,7133,7235,6989,1,2,0,5752,4339,6437
augustus_masked-scaffold1234-size69784-abinit-gene-0.1,54,59,30,45,73,13,163,235,185,96,43,41
augustus_masked-scaffold1234-size69784-abinit-gene-0.3,7,6,3,49784,45735,43936,14,4,11,39983,28000,42491
augustus_masked-scaffold1235-size20481-abinit-gene-0.0,64,115,32,69,351,153,43,76,67,138,114,73
augustus_masked-scaffold12352-size925-abinit-gene-0.0,40,166,44,119,174,98,107,206,124,225,215,187
augustus_masked-scaffold1236-size68049-abinit-gene-0.3,4258,3638,5529,1122,1192,881,6051,5307,4458,1543,801,1093
augustus_masked-scaffold1236-size68049-abinit-gene-0.6,2584,2746,3576,6250,5949,6116,4321,3158,2694,5613,4293,5922
augustus_masked-scaffold1236-size68049-abinit-gene-0.7,1409,1336,1943,738,759,732,1981,1420,1427,627,483,466
augustus_masked-scaffold1237-size54138-abinit-gene-0.3,1645,1453,2397,55,60,83,2901,1994,1709,122,36,89
augustus_masked-scaffold12376-size924-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1238-size16567-abinit-gene-0.2,583,510,887,1508,1314,1180,795,465,526,1358,852,1069
augustus_masked-scaffold1238-size16567-abinit-gene-0.3,2427,2245,3800,2964,3316,2932,4316,3246,3005,3410,2518,2785
augustus_masked-scaffold124-size51034-abinit-gene-0.3,1124,1335,896,1238,973,1333,1594,1599,793,2329,1537,1581
augustus_masked-scaffold1240-size55914-abinit-gene-0.14,1,0,7,9,1,2,1,3,1,0,1,0
augustus_masked-scaffold1240-size55914-abinit-gene-0.2,1,0,0,4124,2565,3441,0,0,0,2739,2108,3552
augustus_masked-scaffold1240-size55914-abinit-gene-0.5,8,28,16,59,42,16,12,7,18,10,5,15
augustus_masked-scaffold1240-size55914-abinit-gene-0.6,1,0,0,2346,1863,2137,0,0,0,1521,1130,1808
augustus_masked-scaffold1242-size27343-abinit-gene-0.0,10848,10887,16783,538,512,615,23262,17263,15213,761,563,823
augustus_masked-scaffold12434-size920-abinit-gene-0.0,856,986,1624,568,660,560,1771,1427,1249,648,474,522
augustus_masked-scaffold1245-size60511-abinit-gene-0.6,1043,625,1080,250,230,316,1129,850,668,445,267,363
augustus_masked-scaffold1245-size60511-abinit-gene-0.7,0,0,0,14,32,32,12,0,10,32,28,7
augustus_masked-scaffold12450-size919-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1246-size55486-abinit-gene-0.0,192,623,366,696,585,543,577,743,458,973,656,664
augustus_masked-scaffold12472-size918-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1248-size34368-abinit-gene-0.4,5343,8007,9316,4111,5928,4485,11374,9847,8552,7604,4828,5411
augustus_masked-scaffold1249-size52510-abinit-gene-0.4,0,5,0,114,101,91,4,0,2,183,71,111
augustus_masked-scaffold1249-size52510-abinit-gene-0.6,1434,1009,1833,896,774,740,1947,1479,1369,925,633,952
augustus_masked-scaffold1249-size52510-abinit-gene-0.7,12677,8640,14633,4020,3572,3824,17020,12035,9929,4764,3678,4952
augustus_masked-scaffold1252-size42527-abinit-gene-0.1,1,0,0,4631,3521,4092,2,0,2,3534,2931,4112
augustus_masked-scaffold1252-size42527-abinit-gene-0.2,0,0,0,656,602,513,0,0,0,450,318,411
augustus_masked-scaffold1252-size42527-abinit-gene-0.3,0,0,0,363,325,330,0,0,0,416,249,372
augustus_masked-scaffold1253-size43018-abinit-gene-0.4,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold12530-size914-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold1256-size56395-abinit-gene-0.1,9,7,10,41542,41185,34131,7,7,6,32913,26060,33368
augustus_masked-scaffold12583-size910-abinit-gene-0.0,37,39,42,28,39,30,57,18,22,19,19,30
augustus_masked-scaffold1260-size49815-abinit-gene-0.0,1827,2127,2676,10107,11501,10256,2294,1666,1467,9946,8478,9954
augustus_masked-scaffold1260-size49815-abinit-gene-0.10,3581,3755,4131,2478,2844,2550,6962,5497,4220,4922,3310,3266
augustus_masked-scaffold1260-size49815-abinit-gene-0.2,5670,5835,9012,6714,7720,6327,12682,10978,9952,9218,6542,7625
augustus_masked-scaffold1260-size49815-abinit-gene-0.5,1477,888,1888,730,812,807,1550,1318,970,528,305,493
augustus_masked-scaffold1260-size49815-abinit-gene-0.6,1415,1212,2088,272,320,261,1913,1110,1089,244,129,211
augustus_masked-scaffold1263-size24578-abinit-gene-0.0,4,9,3,8,8,12,14,9,9,13,5,27
augustus_masked-scaffold1265-size52839-abinit-gene-0.1,13,60,28,1,11,8,42,16,22,18,6,5
augustus_masked-scaffold1265-size52839-abinit-gene-0.3,2071,1880,3093,869,897,823,3082,2302,2027,1018,644,832
